var_0,var_1,var_2,var_3,var_4,var_5,var_6,time,memory
47.71067305786853,11.524216224249901,46.674998738474,0,18,48,0,809.8874533,19.902949
23.51547664675786,12.400390573081946,3.1933007802634217,0,16,10,0,812.1056523,19.903765
38.022598421436186,28.95990889443695,11.188188711780564,1,30,27,1,822.1644437,19.905397
3.8452321165932326,49.21492110847811,42.29252771667631,1,46,42,0,822.4170182,19.899685
10.28306219705902,20.27167877612925,16.12187410497134,0,48,15,0,823.5614536,19.900501
10.8895066994733,28.346677156210347,6.595465481160779,1,47,42,1,827.4235089,19.910294
22.952654974453978,3.0466817483537634,11.216464599598357,0,13,26,1,830.9954038,19.909478
51.568936956734994,9.36125220167601,24.928018929079784,1,49,9,0,831.2346745,19.907846
3.328266660524304,28.926900230239607,4.141588928775259,1,39,41,0,838.5587602,19.910054
51.41598532411299,3.2450322707436827,31.67018344689066,0,12,16,1,842.395817,19.908662
13.376922390817079,35.91296988414027,17.507022534645994,1,35,25,1,1018.27799,59.845564
29.87047369295347,40.168092461986845,5.922537408307487,0,29,51,1,1031.879774,61.54366
7.047373386875348,47.70371266216526,14.552253556077417,0,31,52,0,1043.489428,61.744397
26.350291133451776,5.283702674478009,49.65368536890887,0,19,32,0,1050.871122,61.736236
5.864672964610982,38.958110728917006,29.27357465156337,0,42,47,0,1062.816383,59.854317
49.69873716334425,40.32040357643149,43.73067109304034,1,19,38,0,1086.044397,59.658533
52.87379072268266,26.82800688329306,41.79739319361894,0,38,30,0,1092.01431,61.747477
4.096752609103737,3.5703509817940566,26.761193963255998,0,50,24,1,787.2039278,19.902074
9.032581049247897,30.812523151276828,31.100925735484527,1,34,46,1,771.2173958,19.884875
3.1383864581336995,50.92744924743359,3.2722540368730177,1,13,33,1,778.2142019,19.902074
33.925329224640926,17.483340766802286,9.544249754228249,1,7,5,0,788.2710242,19.883803
23.980700132535194,52.905800471324056,8.530277261351046,1,31,45,1,1000.674688,61.724346
36.367630729774994,52.689495496615706,29.431140755195088,0,7,47,1,1045.500221,61.739441
37.68834529905426,11.634819114760871,34.77294547326346,0,27,50,1,796.6916039,19.902074
10.169151580692342,18.347934147887983,31.100270089203146,0,11,28,0,791.3030798,19.881659
27.466601912941833,25.728401819191937,44.24437385147601,1,51,22,0,1009.83025,60.927222
27.292617066629656,47.82353610777233,24.403033008896983,0,32,43,1,1029.063344,61.136029
34.33421448572498,3.811721639817721,15.026756184019275,0,52,44,0,793.5843477,19.887147
52.24612391957956,20.297826798706357,33.64580339535972,1,41,52,0,1053.223294,61.195339
38.40829145360613,47.67926690698362,34.29786557733686,1,26,20,0,1029.281549,61.445978
5.215104041727002,48.51509647427741,10.018474079073277,1,22,31,0,795.6532352,19.886611
21.363288778266117,43.693926438583304,13.367474816277012,1,30,22,1,1008.437479,61.739441
41.25145238255251,49.34911797508068,17.62093150175629,1,34,23,1,1042.507372,61.722202
11.453173711375339,9.8442265934436,16.619441269726586,1,42,9,0,798.5806453,19.89449
11.656530012765163,48.30096100438619,42.9795221162983,0,9,52,1,760.7891116,19.89649
39.601596241466275,15.795495795180058,11.828526156250383,0,21,32,0,779.0933378,19.896491
9.923288864968645,42.3308580583074,46.218291462335436,1,9,19,1,774.9858074,19.896491
40.96996648751118,26.102471727186302,3.861835582436388,0,34,8,1,815.4186692,19.890738
37.48778140639648,32.778953207063765,24.829196989201186,0,31,19,1,1022.367218,61.163897
35.15360293925347,15.920561154133967,24.356905753986137,1,35,34,1,1028.155504,61.73369
25.35337200689574,8.15905109995694,8.011100646558784,0,33,41,0,1021.716609,61.73369
3.794272408113224,10.624405706298246,41.115727413484215,1,4,7,1,780.3000815,19.896491
21.353155871236098,42.32883918759063,51.583070212247634,0,34,12,0,1029.672325,57.947449
39.36935704756381,40.27055691830217,42.062281210736856,0,29,14,0,1027.867592,59.84057
29.086202041015426,13.996295481442658,46.77907955121433,1,48,52,0,1008.370217,61.116231
41.247392053920244,48.10129717687839,15.547410532774055,1,41,40,1,1030.778663,59.840177
7.519650051225805,22.622763791955983,23.939354773205768,1,8,44,0,985.4242549,61.729545
49.67297150350947,17.620258513715275,27.256930654951734,0,46,8,1,1011.662937,61.733182
21.264174434689185,41.33766373225447,8.681248559156158,1,30,5,1,994.5830107,61.732225
16.431948280610463,39.045307670220595,11.260065517212835,0,6,34,0,729.0362148,19.896491
4.483770644597204,45.083876917525494,33.5977051760625,1,21,44,0,935.7163694,61.730617
34.086248176111994,3.7215145571171497,52.46125002740084,0,27,14,1,635.4319279,19.899683
44.146165123469416,9.656666197294177,39.99017657998471,0,48,13,0,579.4397695,19.899179
44.34852436159066,42.0195487094032,8.806752407416141,0,14,13,1,827.6048429,61.190339
52.30471090633868,26.875634983793656,51.28898622210148,1,27,5,1,794.547528,61.734505
12.248526296013157,14.145041768799091,26.820155741762328,1,14,40,1,714.3644252,61.733689
51.148891140597726,42.75338865379084,34.07085427190326,0,8,14,1,756.8356323,61.737722
31.640406968592423,20.03512757158739,44.672190531883786,1,51,17,0,727.7722402,61.679594
29.392343241831902,12.957472981472128,41.840062616240374,0,28,45,1,735.0316153,61.121336
26.87852444085149,40.058076344680686,51.38943196542382,1,52,8,0,740.1849995,61.733689
35.941914742267926,48.152028409780534,45.883357472098965,1,45,7,0,715.9896288,61.127366
48.37651184679254,46.41418101983279,19.36991384506915,0,27,39,1,724.0850627,61.171474
43.07692245591526,49.6883912134852,5.166228095275705,1,46,18,0,715.0146701,60.126035
47.46689682210641,21.812420984064072,19.54938954076816,0,8,24,1,673.4965785,61.030728
31.975233020263254,20.801169502467452,21.42842791700494,1,15,16,0,663.8335886,59.841073
27.77427004418717,45.24519200803509,15.666649306731076,0,29,46,0,654.499233,61.735538
28.416914232057977,28.18220223370622,36.0569478254576,1,42,34,1,658.9146187,60.462844
36.912752093092415,4.593279179394017,49.38158902496572,0,27,28,1,666.9261572,61.733689
44.25592448686134,47.56595441536603,30.551533130795338,1,24,19,1,674.4592624,61.726342
11.331533184818745,48.63771626492355,51.754439571323985,1,13,22,1,525.5154669,19.896491
51.38782677666201,47.03984337982328,3.287974179014111,1,39,47,0,529.6249719,19.880674
16.397333443058532,17.912106941958424,13.791352611830527,1,19,4,0,683.050097,61.723601
13.619598131352026,36.35407225997701,3.053947917087479,0,23,47,0,532.265449,19.884194
15.346973859941997,21.278988107800334,33.03021779717104,1,51,51,1,677.37536,59.834818
